"zodis","total","singular","singular.num","plural","plural.num"
"xxxviii",9,"",0,"",0
"abbot",8,"abbot",7,"abbots",1
"ability",8,"",0,"",0
"abound",8,"",0,"",0
"abstain",8,"",0,"",0
"absurdities",8,"",0,"",0
"accompanied",8,"",0,"",0
"accordingly",8,"",0,"",0
"ache",8,"",0,"",0
"advised",8,"",0,"",0
"aeris",8,"",0,"",0
"affirm",8,"",0,"",0
"agere",8,"",0,"",0
"ahasuerus",8,"",0,"",0
"aim",8,"",0,"",0
"ajax",8,"",0,"",0
"alexandro",8,"",0,"",0
"alieni",8,"alieni",2,"alienis",6
"allure",8,"",0,"",0
"amator",8,"",0,"",0
"amatus",8,"",0,"",0
"ana",8,"",0,"",0
"andreas",8,"",0,"",0
"ann",8,"",0,"",0
"anoint",8,"",0,"",0
"anon",8,"",0,"",0
"ant",8,"",0,"",0
"anticyrae",8,"",0,"",0
"anus",8,"",0,"",0
"apothecary",8,"",0,"",0
"applauded",8,"",0,"",0
"apprehended",8,"",0,"",0
"aries",8,"",0,"",0
"ariseth",8,"",0,"",0
"aristenaetus",8,"",0,"",0
"arrant",8,"",0,"",0
"aspect",8,"",0,"",0
"aspectu",8,"",0,"",0
"aubanus",8,"",0,"",0
"august",8,"",0,"",0
"available",8,"",0,"",0
"avails",8,"",0,"",0
"awry",8,"",0,"",0
"babylon",8,"",0,"",0
"baits",8,"",0,"",0
"ball",8,"",0,"",0
"bane",8,"",0,"",0
"banquets",8,"",0,"",0
"bark",8,"",0,"",0
"basely",8,"",0,"",0
"baseness",8,"",0,"",0
"basia",8,"",0,"",0
"bauble",8,"bauble",1,"baubles",7
"beastly",8,"",0,"",0
"begot",8,"",0,"",0
"bella",8,"",0,"",0
"bells",8,"",0,"",0
"benedictus",8,"",0,"",0
"benefactor",8,"benefactor",3,"benefactors",5
"betters",8,"",0,"",0
"bind",8,"",0,"",0
"bitterly",8,"",0,"",0
"borrowed",8,"",0,"",0
"brevis",8,"",0,"",0
"broach",8,"",0,"",0
"burthen",8,"",0,"",0
"bury",8,"",0,"",0
"caelum",8,"",0,"",0
"cairo",8,"",0,"",0
"calcagninus",8,"",0,"",0
"carcase",8,"carcase",4,"carcases",4
"carp",8,"",0,"",0
"casualties",8,"",0,"",0
"cauteries",8,"",0,"",0
"cerberus",8,"",0,"",0
"cerebri",8,"",0,"",0
"charitable",8,"",0,"",0
"charmides",8,"",0,"",0
"chirurgeon",8,"chirurgeon",3,"chirurgeons",5
"churchyard",8,"churchyard",3,"churchyards",5
"churlish",8,"",0,"",0
"cinnamon",8,"",0,"",0
"civility",8,"",0,"",0
"codronchus",8,"",0,"",0
"collected",8,"",0,"",0
"columella",8,"",0,"",0
"comets",8,"",0,"",0
"comineus",8,"",0,"",0
"commending",8,"",0,"",0
"commiseration",8,"",0,"",0
"comprehended",8,"",0,"",0
"concave",8,"concave",6,"concaves",2
"concluded",8,"",0,"",0
"condemns",8,"",0,"",0
"condole",8,"condole",5,"condoles",3
"confound",8,"",0,"",0
"conjectures",8,"",0,"",0
"conjux",8,"",0,"",0
"conquered",8,"",0,"",0
"consanguinity",8,"",0,"",0
"conserves",8,"",0,"",0
"consuming",8,"",0,"",0
"consumption",8,"consumption",6,"consumptions",2
"conveyed",8,"",0,"",0
"conveys",8,"",0,"",0
"copulation",8,"copulation",7,"copulations",1
"correspondent",8,"",0,"",0
"cosmo",8,"",0,"",0
"council",8,"",0,"",0
"courteous",8,"",0,"",0
"cousin",8,"cousin",7,"cousins",1
"crave",8,"crave",7,"craves",1
"croesus",8,"",0,"",0
"cupido",8,"",0,"",0
"custode",8,"custode",3,"custodes",5
"damn",8,"",0,"",0
"dares",8,"",0,"",0
"date",8,"date",7,"dates",1
"dealing",8,"dealing",6,"dealings",2
"debent",8,"",0,"",0
"decay",8,"",0,"",0
"decet",8,"",0,"",0
"decus",8,"",0,"",0
"dedit",8,"",0,"",0
"deeper",8,"",0,"",0
"deest",8,"",0,"",0
"deified",8,"",0,"",0
"demosthenes",8,"",0,"",0
"deposed",8,"",0,"",0
"detain",8,"",0,"",0
"diamond",8,"diamond",6,"diamonds",2
"differ",8,"",0,"",0
"dilate",8,"",0,"",0
"disagree",8,"",0,"",0
"discoursed",8,"",0,"",0
"discourses",8,"",0,"",0
"discovery",8,"",0,"",0
"dispersed",8,"",0,"",0
"distempers",8,"",0,"",0
"distraction",8,"distraction",7,"distractions",1
"disturb",8,"",0,"",0
"diu",8,"",0,"",0
"dixit",8,"",0,"",0
"does",8,"",0,"",0
"domestic",8,"",0,"",0
"doves",8,"",0,"",0
"drowning",8,"",0,"",0
"ducere",8,"ducere",7,"duceres",1
"dullness",8,"",0,"",0
"echo",8,"",0,"",0
"eclipsed",8,"",0,"",0
"eggs",8,"",0,"",0
"elder",8,"elder",5,"elders",3
"empress",8,"",0,"",0
"enchanted",8,"",0,"",0
"enclosed",8,"",0,"",0
"endowed",8,"",0,"",0
"engraven",8,"",0,"",0
"ennius",8,"",0,"",0
"entertained",8,"",0,"",0
"envied",8,"",0,"",0
"epicurean",8,"",0,"",0
"epidemical",8,"",0,"",0
"eum",8,"",0,"",0
"european",8,"european",5,"europeans",3
"evince",8,"",0,"",0
"exceed",8,"",0,"",0
"exclude",8,"",0,"",0
"excluding",8,"",0,"",0
"executed",8,"",0,"",0
"exhortation",8,"exhortation",3,"exhortations",5
"expected",8,"",0,"",0
"exploit",8,"exploit",2,"exploits",6
"extend",8,"",0,"",0
"extra",8,"",0,"",0
"faber",8,"",0,"",0
"facete",8,"",0,"",0
"facie",8,"",0,"",0
"factious",8,"",0,"",0
"fatal",8,"",0,"",0
"felt",8,"",0,"",0
"fert",8,"",0,"",0
"fiat",8,"",0,"",0
"fidei",8,"",0,"",0
"fighting",8,"",0,"",0
"flash",8,"",0,"",0
"flattering",8,"",0,"",0
"flows",8,"",0,"",0
"foggy",8,"",0,"",0
"fomentation",8,"fomentation",1,"fomentations",7
"food",8,"",0,"",0
"forsook",8,"",0,"",0
"fortify",8,"",0,"",0
"frictions",8,"",0,"",0
"friendly",8,"",0,"",0
"frost",8,"frost",7,"frosts",1
"fruitful",8,"",0,"",0
"fuliginous",8,"",0,"",0
"funeral",8,"funeral",3,"funerals",5
"gait",8,"",0,"",0
"galleries",8,"",0,"",0
"gamester",8,"gamester",4,"gamesters",4
"ganymede",8,"",0,"",0
"garlic",8,"",0,"",0
"gaudia",8,"",0,"",0
"gaul",8,"gaul",3,"gauls",5
"genio",8,"genio",4,"genios",4
"gens",8,"",0,"",0
"gentium",8,"",0,"",0
"german",8,"",0,"",0
"gospel",8,"",0,"",0
"gown",8,"",0,"",0
"grants",8,"",0,"",0
"grass",8,"",0,"",0
"gravity",8,"",0,"",0
"grounds",8,"",0,"",0
"grudging",8,"",0,"",0
"guardians",8,"",0,"",0
"guess",8,"",0,"",0
"hae",8,"",0,"",0
"harmony",8,"",0,"",0
"hates",8,"",0,"",0
"hebrew",8,"hebrew",5,"hebrews",3
"hindrance",8,"hindrance",5,"hindrances",3
"hisce",8,"",0,"",0
"historiographer",8,"historiographer",3,"historiographers",5
"hither",8,"",0,"",0
"homely",8,"",0,"",0
"hops",8,"",0,"",0
"horum",8,"",0,"",0
"huic",8,"",0,"",0
"humanity",8,"",0,"",0
"humor",8,"",0,"",0
"hunter",8,"hunter",4,"hunters",4
"ice",8,"",0,"",0
"idiot",8,"",0,"",0
"igne",8,"",0,"",0
"ignes",8,"",0,"",0
"illius",8,"",0,"",0
"illustrated",8,"",0,"",0
"imaginatio",8,"",0,"",0
"immediately",8,"",0,"",0
"imminent",8,"",0,"",0
"impiety",8,"",0,"",0
"impudence",8,"",0,"",0
"incest",8,"incest",5,"incests",3
"indecent",8,"",0,"",0
"india",8,"",0,"",0
"infamy",8,"",0,"",0
"infect",8,"",0,"",0
"infelix",8,"",0,"",0
"ingenio",8,"",0,"",0
"injuria",8,"",0,"",0
"insani",8,"",0,"",0
"insensible",8,"",0,"",0
"instrumental",8,"",0,"",0
"insulted",8,"",0,"",0
"interprets",8,"",0,"",0
"interrupt",8,"",0,"",0
"intra",8,"",0,"",0
"invites",8,"",0,"",0
"ipsam",8,"",0,"",0
"ipsos",8,"",0,"",0
"irrefragable",8,"",0,"",0
"isis",8,"",0,"",0
"islands",8,"",0,"",0
"isocrates",8,"",0,"",0
"israel",8,"",0,"",0
"ivory",8,"",0,"",0
"ivy",8,"",0,"",0
"jacet",8,"",0,"",0
"jolly",8,"",0,"",0
"jussit",8,"",0,"",0
"kai",8,"",0,"",0
"laborious",8,"",0,"",0
"labouring",8,"",0,"",0
"lac",8,"",0,"",0
"lachrymis",8,"",0,"",0
"laeta",8,"",0,"",0
"lares",8,"",0,"",0
"lashed",8,"",0,"",0
"leads",8,"",0,"",0
"lesser",8,"",0,"",0
"lewis",8,"",0,"",0
"liber",8,"",0,"",0
"libidinem",8,"",0,"",0
"likes",8,"",0,"",0
"lilies",8,"",0,"",0
"limbs",8,"",0,"",0
"literas",8,"",0,"",0
"loathed",8,"",0,"",0
"loathing",8,"",0,"",0
"lodging",8,"",0,"",0
"loseth",8,"",0,"",0
"luce",8,"",0,"",0
"lucem",8,"",0,"",0
"lucullus",8,"",0,"",0
"macedonia",8,"",0,"",0
"magnis",8,"",0,"",0
"mallow",8,"mallow",2,"mallows",6
"manage",8,"",0,"",0
"marries",8,"",0,"",0
"marrow",8,"",0,"",0
"maximinus",8,"",0,"",0
"meae",8,"",0,"",0
"meant",8,"",0,"",0
"mecum",8,"",0,"",0
"mei",8,"",0,"",0
"melanch",8,"",0,"",0
"mi",8,"",0,"",0
"michael",8,"",0,"",0
"minime",8,"",0,"",0
"minister",8,"",0,"",0
"mirach",8,"",0,"",0
"miscarry",8,"",0,"",0
"misled",8,"",0,"",0
"moderately",8,"",0,"",0
"muck",8,"",0,"",0
"munera",8,"",0,"",0
"murmur",8,"",0,"",0
"mutually",8,"",0,"",0
"mutuo",8,"mutuo",5,"mutuos",3
"nazianzen",8,"",0,"",0
"nepenthe",8,"nepenthe",2,"nepenthes",6
"nest",8,"",0,"",0
"nevertheless",8,"",0,"",0
"nobly",8,"",0,"",0
"noster",8,"",0,"",0
"nutriment",8,"",0,"",0
"nymphea",8,"",0,"",0
"objection",8,"objection",2,"objections",6
"obsolete",8,"",0,"",0
"offender",8,"offender",4,"offenders",4
"offering",8,"offering",5,"offerings",3
"optimum",8,"",0,"",0
"original",8,"",0,"",0
"otho",8,"",0,"",0
"overtake",8,"",0,"",0
"pace",8,"",0,"",0
"pagans",8,"",0,"",0
"paleness",8,"",0,"",0
"pamphlet",8,"pamphlet",4,"pamphlets",4
"partial",8,"",0,"",0
"pastime",8,"pastime",1,"pastimes",7
"pasture",8,"",0,"",0
"patria",8,"",0,"",0
"patrimonies",8,"",0,"",0
"pene",8,"",0,"",0
"penitus",8,"",0,"",0
"penned",8,"",0,"",0
"perfectly",8,"",0,"",0
"perish",8,"",0,"",0
"persecuted",8,"",0,"",0
"persius",8,"",0,"",0
"pestis",8,"",0,"",0
"phaedra",8,"",0,"",0
"pharaoh",8,"pharaoh",6,"pharaohs",2
"phavorinus",8,"",0,"",0
"phoenix",8,"",0,"",0
"phrase",8,"phrase",3,"phrases",5
"physiognomy",8,"",0,"",0
"picolomineus",8,"",0,"",0
"pierceth",8,"",0,"",0
"pil",8,"",0,"",0
"pindarus",8,"",0,"",0
"pined",8,"",0,"",0
"pisces",8,"",0,"",0
"pitied",8,"",0,"",0
"plagued",8,"",0,"",0
"plate",8,"",0,"",0
"platonis",8,"",0,"",0
"plena",8,"",0,"",0
"poem",8,"",0,"",0
"pol",8,"",0,"",0
"pomponatius",8,"",0,"",0
"pomponius",8,"",0,"",0
"populi",8,"populi",7,"populis",1
"postquam",8,"",0,"",0
"potes",8,"",0,"",0
"praef",8,"",0,"",0
"praestig",8,"",0,"",0
"prax",8,"",0,"",0
"prediction",8,"prediction",1,"predictions",7
"prepare",8,"",0,"",0
"primary",8,"",0,"",0
"probus",8,"",0,"",0
"profound",8,"",0,"",0
"propter",8,"",0,"",0
"protect",8,"",0,"",0
"protest",8,"",0,"",0
"provoked",8,"",0,"",0
"psellus",8,"",0,"",0
"pulchrum",8,"",0,"",0
"pulvis",8,"",0,"",0
"putting",8,"",0,"",0
"pyramids",8,"",0,"",0
"quanto",8,"quanto",7,"quantos",1
"quidam",8,"",0,"",0
"quotation",8,"quotation",2,"quotations",6
"quoties",8,"",0,"",0
"rashly",8,"",0,"",0
"ratio",8,"",0,"",0
"raved",8,"",0,"",0
"readily",8,"",0,"",0
"real",8,"",0,"",0
"rebel",8,"",0,"",0
"reckoning",8,"reckoning",6,"reckonings",2
"rectify",8,"",0,"",0
"reduceth",8,"",0,"",0
"referred",8,"",0,"",0
"refers",8,"",0,"",0
"refused",8,"",0,"",0
"regum",8,"",0,"",0
"rei",8,"",0,"",0
"reipub",8,"",0,"",0
"religione",8,"",0,"",0
"religionis",8,"",0,"",0
"reliquit",8,"",0,"",0
"rent",8,"",0,"",0
"resistance",8,"",0,"",0
"restrain",8,"",0,"",0
"revile",8,"",0,"",0
"rewarded",8,"",0,"",0
"richer",8,"",0,"",0
"richly",8,"",0,"",0
"rigid",8,"",0,"",0
"robert",8,"",0,"",0
"rosa",8,"",0,"",0
"rub",8,"",0,"",0
"ruined",8,"",0,"",0
"salisburiensis",8,"",0,"",0
"sane",8,"",0,"",0
"sanguinem",8,"",0,"",0
"sanit",8,"",0,"",0
"satirist",8,"satirist",5,"satirists",3
"says",8,"",0,"",0
"schoolmaster",8,"schoolmaster",6,"schoolmasters",2
"scotland",8,"",0,"",0
"sectaries",8,"",0,"",0
"seest",8,"",0,"",0
"seizeth",8,"",0,"",0
"seleucus",8,"",0,"",0
"sending",8,"",0,"",0
"sends",8,"",0,"",0
"senex",8,"",0,"",0
"sensitive",8,"",0,"",0
"sensu",8,"",0,"",0
"servi",8,"",0,"",0
"sese",8,"",0,"",0
"setting",8,"",0,"",0
"seventy",8,"",0,"",0
"signa",8,"",0,"",0
"similar",8,"",0,"",0
"simon",8,"",0,"",0
"sink",8,"sink",7,"sinks",1
"sis",8,"",0,"",0
"skull",8,"skull",7,"skulls",1
"slaughter",8,"",0,"",0
"slavish",8,"",0,"",0
"solem",8,"",0,"",0
"solenander",8,"",0,"",0
"solet",8,"",0,"",0
"somebody",8,"",0,"",0
"somno",8,"somno",2,"somnos",6
"soonest",8,"",0,"",0
"sophister",8,"sophister",2,"sophisters",6
"sparkling",8,"",0,"",0
"specified",8,"",0,"",0
"spectrum",8,"spectrum",2,"spectrums",6
"speculation",8,"",0,"",0
"speed",8,"",0,"",0
"speedily",8,"",0,"",0
"speedy",8,"",0,"",0
"spied",8,"",0,"",0
"splendour",8,"splendour",7,"splendours",1
"squalid",8,"",0,"",0
"steeped",8,"",0,"",0
"step",8,"",0,"",0
"stepmother",8,"stepmother",7,"stepmothers",1
"steps",8,"",0,"",0
"stirring",8,"",0,"",0
"stocks",8,"",0,"",0
"stop",8,"",0,"",0
"string",8,"",0,"",0
"strongest",8,"",0,"",0
"studia",8,"",0,"",0
"studium",8,"",0,"",0
"stupendous",8,"",0,"",0
"styles",8,"",0,"",0
"suffers",8,"",0,"",0
"suffice",8,"",0,"",0
"superior",8,"",0,"",0
"suppositories",8,"",0,"",0
"surly",8,"",0,"",0
"survey",8,"",0,"",0
"suspecting",8,"",0,"",0
"sustained",8,"",0,"",0
"sweeter",8,"",0,"",0
"switzerland",8,"",0,"",0
"tailor",8,"tailor",4,"tailors",4
"talking",8,"",0,"",0
"tame",8,"",0,"",0
"tandem",8,"",0,"",0
"tartars",8,"",0,"",0
"theat",8,"",0,"",0
"theban",8,"theban",7,"thebans",1
"thereof",8,"",0,"",0
"thracian",8,"thracian",5,"thracians",3
"thucydides",8,"",0,"",0
"tie",8,"",0,"",0
"toil",8,"",0,"",0
"torch",8,"",0,"",0
"totius",8,"",0,"",0
"traffic",8,"",0,"",0
"translated",8,"",0,"",0
"trial",8,"trial",4,"trials",4
"tritemius",8,"",0,"",0
"trumpet",8,"",0,"",0
"tuend",8,"",0,"",0
"turpe",8,"",0,"",0
"tyrannising",8,"",0,"",0
"umbra",8,"",0,"",0
"unam",8,"",0,"",0
"unapt",8,"",0,"",0
"uncivil",8,"",0,"",0
"unguentum",8,"",0,"",0
"unruly",8,"",0,"",0
"urged",8,"",0,"",0
"usu",8,"",0,"",0
"usum",8,"",0,"",0
"usury",8,"",0,"",0
"utinam",8,"",0,"",0
"valerius",8,"",0,"",0
"var",8,"",0,"",0
"vegetable",8,"vegetable",1,"vegetables",7
"venere",8,"",0,"",0
"vere",8,"",0,"",0
"vespasian",8,"",0,"",0
"victory",8,"",0,"",0
"victus",8,"",0,"",0
"vident",8,"",0,"",0
"video",8,"",0,"",0
"videt",8,"",0,"",0
"vigour",8,"",0,"",0
"villain",8,"",0,"",0
"violenta",8,"violenta",6,"violentas",2
"virgines",8,"",0,"",0
"viribus",8,"",0,"",0
"viros",8,"",0,"",0
"vitium",8,"",0,"",0
"vivo",8,"vivo",6,"vivos",2
"vocation",8,"vocation",6,"vocations",2
"vulgi",8,"vulgi",7,"vulgis",1
"wait",8,"",0,"",0
"wantonness",8,"",0,"",0
"warily",8,"",0,"",0
"waspish",8,"",0,"",0
"wealthy",8,"",0,"",0
"weapon",8,"weapon",2,"weapons",6
"wears",8,"",0,"",0
"weed",8,"weed",3,"weeds",5
"wherewith",8,"",0,"",0
"whores",8,"",0,"",0
"wiser",8,"",0,"",0
"wishing",8,"",0,"",0
"woo",8,"",0,"",0
"worthily",8,"",0,"",0
"wretches",8,"",0,"",0
"xv",8,"",0,"",0
"xxx",8,"",0,"",0
"xxxi",8,"",0,"",0
"xxxvii",8,"",0,"",0
"zone",8,"zone",6,"zones",2
"absit",7,"",0,"",0
"accounting",7,"",0,"",0
"accusing",7,"",0,"",0
"acknowledgeth",7,"",0,"",0
"acres",7,"",0,"",0
"active",7,"",0,"",0
"adherents",7,"",0,"",0
"adorn",7,"",0,"",0
"aegri",7,"aegri",4,"aegris",3
"aemilius",7,"",0,"",0
"affright",7,"",0,"",0
"agat",7,"",0,"",0
"aggravates",7,"",0,"",0
"agreement",7,"",0,"",0
"aid",7,"",0,"",0
"ale",7,"",0,"",0
"alexandria",7,"",0,"",0
"alexis",7,"",0,"",0
"alio",7,"",0,"",0
"allied",7,"",0,"",0
"alps",7,"",0,"",0
"altera",7,"",0,"",0
"altering",7,"",0,"",0
"amends",7,"",0,"",0
"amplius",7,"",0,"",0
"anat",7,"",0,"",0
"animalia",7,"",0,"",0
"animate",7,"",0,"",0
"anointed",7,"",0,"",0
"apes",7,"",0,"",0
"apol",7,"",0,"",0
"apologise",7,"",0,"",0
"appendix",7,"",0,"",0
"apta",7,"",0,"",0
"archbishop",7,"",0,"",0
"aristides",7,"",0,"",0
"armenus",7,"",0,"",0
"arnobius",7,"",0,"",0
"assertion",7,"assertion",5,"assertions",2
"athenian",7,"athenian",5,"athenians",2
"atlas",7,"",0,"",0
"attempted",7,"",0,"",0
"attempts",7,"",0,"",0
"attention",7,"",0,"",0
"attire",7,"",0,"",0
"attribute",7,"",0,"",0
"audit",7,"",0,"",0
"australi",7,"australi",1,"australis",6
"babylonian",7,"babylonian",2,"babylonians",5
"backward",7,"",0,"",0
"bags",7,"",0,"",0
"ballad",7,"ballad",4,"ballads",3
"balneum",7,"",0,"",0
"banks",7,"",0,"",0
"bar",7,"",0,"",0
"barbarus",7,"",0,"",0
"barbary",7,"",0,"",0
"bays",7,"",0,"",0
"beans",7,"",0,"",0
"beards",7,"",0,"",0
"beef",7,"",0,"",0
"beguile",7,"",0,"",0
"beheld",7,"",0,"",0
"beholding",7,"",0,"",0
"belie",7,"",0,"",0
"bellied",7,"",0,"",0
"belongs",7,"",0,"",0
"bend",7,"",0,"",0
"benefits",7,"",0,"",0
"bent",7,"",0,"",0
"beseech",7,"",0,"",0
"besieged",7,"",0,"",0
"betony",7,"",0,"",0
"bezoar",7,"",0,"",0
"bigness",7,"",0,"",0
"bit",7,"",0,"",0
"blancanus",7,"",0,"",0
"blushing",7,"blushing",6,"blushings",1
"bohemia",7,"",0,"",0
"bonaventure",7,"",0,"",0
"bowl",7,"",0,"",0
"boy",7,"",0,"",0
"brat",7,"brat",5,"brats",2
"brazen",7,"",0,"",0
"breeches",7,"",0,"",0
"breeds",7,"",0,"",0
"bribe",7,"",0,"",0
"brood",7,"brood",6,"broods",1
"buckler",7,"buckler",5,"bucklers",2
"bugbear",7,"bugbear",1,"bugbears",6
"burns",7,"",0,"",0
"burst",7,"",0,"",0
"caitiff",7,"caitiff",4,"caitiffs",3
"canes",7,"",0,"",0
"captivate",7,"",0,"",0
"captive",7,"",0,"",0
"captives",7,"",0,"",0
"captus",7,"",0,"",0
"carcere",7,"carcere",5,"carceres",2
"carefully",7,"",0,"",0
"catullus",7,"",0,"",0
"cauterised",7,"",0,"",0
"caveat",7,"",0,"",0
"chaff",7,"",0,"",0
"charges",7,"",0,"",0
"cheap",7,"",0,"",0
"chess",7,"",0,"",0
"chimney",7,"chimney",5,"chimneys",2
"chronic",7,"",0,"",0
"cistern",7,"cistern",2,"cisterns",5
"civit",7,"",0,"",0
"civitas",7,"",0,"",0
"clock",7,"clock",4,"clocks",3
"cloudy",7,"",0,"",0
"clowns",7,"",0,"",0
"coal",7,"",0,"",0
"coast",7,"coast",4,"coasts",3
"cogi",7,"cogi",5,"cogis",2
"cogitation",7,"",0,"",0
"colonies",7,"",0,"",0
"comb",7,"",0,"",0
"combustion",7,"combustion",4,"combustions",3
"comers",7,"",0,"",0
"cometh",7,"",0,"",0
"commander",7,"commander",5,"commanders",2
"commodities",7,"",0,"",0
"complete",7,"",0,"",0
"concordia",7,"",0,"",0
"concubitum",7,"",0,"",0
"concupiscible",7,"",0,"",0
"confine",7,"",0,"",0
"constantly",7,"",0,"",0
"constitutions",7,"",0,"",0
"contemptu",7,"",0,"",0
"contracts",7,"",0,"",0
"cool",7,"",0,"",0
"copernicus",7,"",0,"",0
"corda",7,"",0,"",0
"corrosive",7,"corrosive",6,"corrosives",1
"cramp",7,"cramp",3,"cramps",4
"crates",7,"",0,"",0
"crede",7,"",0,"",0
"cruelty",7,"",0,"",0
"curant",7,"",0,"",0
"curis",7,"",0,"",0
"damascen",7,"",0,"",0
"dames",7,"",0,"",0
"danced",7,"",0,"",0
"darius",7,"",0,"",0
"datum",7,"",0,"",0
"dearer",7,"",0,"",0
"debauched",7,"",0,"",0
"decrepit",7,"",0,"",0
"defends",7,"",0,"",0
"define",7,"",0,"",0
"dejects",7,"",0,"",0
"delay",7,"delay",2,"delays",5
"delectable",7,"",0,"",0
"democriti",7,"democriti",6,"democritis",1
"demonstrates",7,"",0,"",0
"depend",7,"",0,"",0
"descent",7,"descent",4,"descents",3
"descript",7,"",0,"",0
"destructive",7,"",0,"",0
"devilish",7,"",0,"",0
"dicit",7,"",0,"",0
"dictu",7,"",0,"",0
"dictum",7,"",0,"",0
"digest",7,"",0,"",0
"dignum",7,"",0,"",0
"direct",7,"",0,"",0
"direction",7,"direction",3,"directions",4
"dismal",7,"",0,"",0
"dispose",7,"",0,"",0
"disputes",7,"",0,"",0
"disquiet",7,"",0,"",0
"distasteful",7,"",0,"",0
"distract",7,"",0,"",0
"diverb",7,"",0,"",0
"divide",7,"",0,"",0
"divitiae",7,"",0,"",0
"divum",7,"",0,"",0
"domini",7,"",0,"",0
"domino",7,"domino",5,"dominos",2
"dominus",7,"",0,"",0
"donec",7,"",0,"",0
"doubted",7,"",0,"",0
"draught",7,"draught",6,"draughts",1
"dressing",7,"",0,"",0
"drew",7,"",0,"",0
"drop",7,"",0,"",0
"dropping",7,"dropping",6,"droppings",1
"drops",7,"",0,"",0
"drudges",7,"",0,"",0
"dulcis",7,"",0,"",0
"dura",7,"",0,"",0
"duty",7,"",0,"",0
"dwelling",7,"dwelling",6,"dwellings",1
"dwelt",7,"",0,"",0
"easeth",7,"",0,"",0
"eastern",7,"",0,"",0
"efficient",7,"",0,"",0
"elegies",7,"",0,"",0
"elephant",7,"",0,"",0
"eleven",7,"",0,"",0
"elysian",7,"",0,"",0
"employ",7,"",0,"",0
"emulate",7,"emulate",3,"emulates",4
"enamour",7,"",0,"",0
"encumbrances",7,"",0,"",0
"entice",7,"",0,"",0
"ephes",7,"",0,"",0
"ephesus",7,"",0,"",0
"epicycles",7,"",0,"",0
"epitaph",7,"epitaph",4,"epitaphs",3
"ethereal",7,"",0,"",0
"eunuchs",7,"",0,"",0
"eustathius",7,"",0,"",0
"eve",7,"",0,"",0
"excessive",7,"",0,"",0
"experiments",7,"",0,"",0
"explode",7,"",0,"",0
"exposed",7,"",0,"",0
"expostulate",7,"",0,"",0
"extol",7,"",0,"",0
"facere",7,"",0,"",0
"faciant",7,"",0,"",0
"facility",7,"",0,"",0
"falsely",7,"",0,"",0
"fancy",7,"",0,"",0
"fata",7,"",0,"",0
"feeds",7,"",0,"",0
"felices",7,"",0,"",0
"fide",7,"",0,"",0
"fierce",7,"",0,"",0
"fifteen",7,"",0,"",0
"filius",7,"",0,"",0
"finally",7,"",0,"",0
"finem",7,"",0,"",0
"finest",7,"",0,"",0
"finis",7,"",0,"",0
"fishpond",7,"fishpond",1,"fishponds",6
"fittest",7,"",0,"",0
"flood",7,"",0,"",0
"florem",7,"",0,"",0
"flos",7,"",0,"",0
"flouts",7,"",0,"",0
"follies",7,"",0,"",0
"forced",7,"",0,"",0
"foreign",7,"",0,"",0
"forsooth",7,"",0,"",0
"forswear",7,"",0,"",0
"founder",7,"founder",5,"founders",2
"fowling",7,"",0,"",0
"fugit",7,"",0,"",0
"furore",7,"",0,"",0
"futura",7,"",0,"",0
"garland",7,"garland",4,"garlands",3
"gelded",7,"",0,"",0
"gemini",7,"gemini",6,"geminis",1
"genere",7,"",0,"",0
"geographer",7,"geographer",2,"geographers",5
"getting",7,"getting",6,"gettings",1
"gillius",7,"",0,"",0
"ginger",7,"",0,"",0
"gladness",7,"",0,"",0
"glutton",7,"glutton",5,"gluttons",2
"gotten",7,"",0,"",0
"graec",7,"",0,"",0
"grasshopper",7,"grasshopper",1,"grasshoppers",6
"grew",7,"",0,"",0
"guides",7,"",0,"",0
"gull",7,"",0,"",0
"habituated",7,"",0,"",0
"habuit",7,"",0,"",0
"haired",7,"",0,"",0
"hamech",7,"",0,"",0
"harebrain",7,"harebrain",4,"harebrains",3
"hat",7,"",0,"",0
"healths",7,"",0,"",0
"heresies",7,"",0,"",0
"hesiod",7,"",0,"",0
"hideous",7,"",0,"",0
"hindered",7,"",0,"",0
"hinders",7,"",0,"",0
"hissed",7,"",0,"",0
"homine",7,"",0,"",0
"housewife",7,"",0,"",0
"howling",7,"howling",5,"howlings",2
"humano",7,"",0,"",0
"hung",7,"",0,"",0
"hyperbolical",7,"",0,"",0
"idol",7,"",0,"",0
"illic",7,"",0,"",0
"illustration",7,"illustration",3,"illustrations",4
"imitation",7,"",0,"",0
"impatience",7,"",0,"",0
"impenitent",7,"",0,"",0
"improperly",7,"",0,"",0
"improve",7,"",0,"",0
"incline",7,"",0,"",0
"incognita",7,"",0,"",0
"incomparably",7,"",0,"",0
"inconstant",7,"",0,"",0
"indagine",7,"",0,"",0
"indiscreet",7,"",0,"",0
"inexorable",7,"",0,"",0
"infant",7,"",0,"",0
"infesti",7,"infesti",1,"infestis",6
"infidels",7,"",0,"",0
"informs",7,"",0,"",0
"inhabit",7,"",0,"",0
"injured",7,"",0,"",0
"innocency",7,"",0,"",0
"inspired",7,"",0,"",0
"interest",7,"",0,"",0
"interpreter",7,"interpreter",1,"interpreters",6
"inveigled",7,"",0,"",0
"inventor",7,"inventor",5,"inventors",2
"irascible",7,"",0,"",0
